"formationid";"formationtitle";"moduleid";"moduleorder";"moduletitle";"moduledescription"
"847";"Formation Administrer des postes de travail via Azure AD & Intune ";"137704";"1";"Gestion des profils de configuration";"Ce module plonge plus profondément dans les profils des périphériques Intune, les avantages des profils utilisateur et la procédure de synchronisation des données de profil sur plusieurs appareils.<div>L’étudiant découvrira l’attribution des profils aux groupes d’Azure AD et la surveillance des périphériques et des profils dans Intune. </div><div>Vous allez découvrir les différents types de profils utilisateur qui existent dans Windows pour les appareils locaux. </div><div>Vous allez découvrir les avantages des différents profils et comment basculer entre les types de profils. </div><div>Labo : Création et déploiement de profils de configuration</div><div>Labo : Utilisation d'un profil de configuration pour configurer le mode Kiosque</div><div>Labo : Utilisation d'un profil de configuration pour configurer les paramètres Wi-Fi iOS et iPadOS</div><div>Après avoir terminé ce module, les étudiants seront capables de : </div><div>décrire les différents types de profils d’appareils dans Intune créer, gérer et analyser des profils de configuration</div><div>gérer des scripts PowerShell dans Intune expliquez les différents types de profils utilisateur qui existent dans Windows </div><div><br></div>"
"847";"Formation Administrer des postes de travail via Azure AD & Intune ";"137705";"2";"Déploiement des applications";"Dans ce module, les participants découvrent la gestion des applications avec des solutions sur site et dans le cloud. Ce module couvrira la manière de gérer les déploiements Office 365 ProPlus dans Endpoint Manager ainsi que les applications des périphériques non-inscrits. <div>Le module inclut également la gestion des applications Win32 et le déploiement à l’aide de Microsoft Store pour Entreprises. </div><div>Ce module se termine par une vue d’ensemble de Microsoft Edge et du mode Entreprise. </div><div>Leçons </div><div>Mettre en œuvre Mobile Application Management (MAM) </div><div>Déploiement et mise à jour des applications </div><div>Administration des applications </div><div>Labo : configurer des stratégies de protection des applications pour des appareils mobiles </div><div>Labo : déploiement d’applications cloud à l’aide d’Intune</div><div>Après avoir terminé ce module, les étudiants seront capables de : </div><div>décrire les méthodes de gestion des applications </div><div>déployer des applications à l’aide de Endpoint Manager et de la stratégie de groupe configurer Microsoft Store pour Entreprises déployer Office365 ProPlus en utilisant Intune </div><div>gérer et signaler un inventaire et des licences d’applications</div><div><br></div>"
"847";"Formation Administrer des postes de travail via Azure AD & Intune ";"137706";"3";"Gestion de la conformité et accès conditionnel";"Ce module couvre les différentes solutions pour la gestion de l’authentification. <div>Ce module couvre également les stratégies de conformité et explique comment créer des stratégies d’accès conditionnel. </div><div>Leçons</div><div>Protection des identités dans Azure AD Activation de l’accès à l’organisation </div><div>Implémenter des politiques de conformité des périphériques </div><div>Utilisation de la création de rapports</div><div>Labo : Configurer les stratégies de protection des applications pour les appareils mobiles</div><div>Labo : configuration de l’authentification multifacteur </div><div>Labo : configuration de la réinitialisation de mot de passe en libre-service pour les comptes d’utilisateur dans Azure AD</div><div>Labo : configuration et validation de la conformité des appareils </div><div>Après avoir terminé ce module, les étudiants seront capables de : </div><div>Décrire Windows Hello Entreprise </div><div>décrire et gérer l’authentification multi-facteurs </div><div>déployer des stratégies de conformité et d’accès conditionnel </div><div>générer des rapports d’inventaire et des rapports de conformité dans Intune</div><div><br></div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122689";"0";"Démarrer avec PowerShell";"Trouver et activer les commandes<div><br></div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122681";"1";"Travailler avec le ""pipeline""";"Exporter, importer et convertir les données <div>Filtrer les objets en dehors du ""pipeline"" </div><div>Enumérer les objets dans un ""pipeline""</div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122682";"2";"Comprendre le fonctionnement du ""pipeline""";"Transférer des données dans le ""pipeline"" ByValue <div>Transférer des données dans le ""pipeline"" ByPropertyName</div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122683";"3";"Utiliser PSproviders et PSDrive";"Comprendre PSProviders et PSDrives <div>Utiliser PSDrives</div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122684";"4";"Formater les sorties";"Utiliser le formatage de base <div>Utiliser un formatage plus avancé </div><div>Rediriger les sorties formatées</div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122685";"5";"Utiliser WMI et CIM";"Comprendre WMI/CIM <div>Faire des requêtes de données avec WMI/CIM </div><div>Faire des changements avec WMI/CIM</div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122686";"6";"Préparer les scripts";"Utiliser les variables <div>Mettre en oeuvre la sécurité des scripts </div><div>Créer et utiliser des authentifications alternatives</div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122687";"7";"Migrer d'une commande vers un script ou un module";"Passer de la commande au script <div>Passer du script à la fonction ou au module </div><div>Mettre en oeuvre une gestion des erreurs basique</div><div>Mettre en oeuvre une construction de scripts basique</div><div>Explorer de façon plus approfondie la construction de scripts</div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122688";"8";"Administrer les ordinateurs distants";"Utiliser les bases de l’accès à distance <div>Utiliser les sessions distantes </div><div>Utiliser l’accès à distance pour l’administration déléguée</div>"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122690";"9";"Mettre en oeuvre l'ensemble dans l'installation d'un server core";"Utiliser les travaux d’arrière ­plan et les travaux planifiés"
"848";"Formation Microsoft PowerShell 10961 Automatiser l'administration";"122680";"10";"Utiliser des techniques avancées et les profils";"Utiliser les techniques avancées PowerShell <div>Créer des profils de scripts</div>"
"849";"Formation Technicien d exploitation informatique - les notions indispensables";"132222";"0";"Windows Server";"<b>Gestion du serveur</b><div>&nbsp; Les nouveautés Windows Server&nbsp;</div><div>-	Configuration avec sconfig (gestion de la configuration réseau de la machine)</div><div>-	Gestion des services</div><div>-	Gestion des services en ligne de commande</div><div><b>&nbsp;Gestion des rôles</b></div><div>-	Définition </div><div>-	Installation / désinstallation</div><div>-	Installation en ligne de commande</div><div><b>Gestion des évènements</b></div><div>-	Les journaux </div><div>-	Le moniteur des ressources</div><div>-	Analyse des ressources</div><div><b>&nbsp;Gestion des fichiers</b></div><div>-	Gestion du rôle</div><div>-	Gestion des droits et de la sécurité</div><div>-	Les bonnes pratiques</div><div><b>Gestion des disques</b></div><div>-	Le gestionnaire de disque</div><div>-	Diskpart</div><div><br></div>"
"849";"Formation Technicien d exploitation informatique - les notions indispensables";"132223";"1";"Linux";"<b>&nbsp;Système</b><div>-	Les différentes distributions</div><div>-	Les particularités du partitionnement Linux</div><div>-	apt-get vs yum</div><div>-	Gestion des droits</div><div>-	Gestion des ressources</div><div>-	Gestion du réseau</div><div><b>Ssh /sftp</b></div><div>-	Installation / configuration</div><div>-	Bonne pratique.</div><div><b>Client web</b></div><div>-	Création de script de démarrage / Arrêt</div><div>-	Gestion des logs Apache </div><div>-	Configuration Apache Tomcat</div><div><b>Base de données</b></div><div>-	Création de scripts démarrage / Arrêt des services</div><div>-	Création de scripts de lancement de requêtes SQL simples</div><div>-	Création de scripts de sauvegardes des bases de données</div><div>-	Gestion des logs</div><div><br></div>"
"850";"Formation Administration et sécurisation des bases de données SQL Server";"136745";"0";"SQL Server Security ";"Ce module présente les modèles de sécurité, les identifiants et les utilisateurs de SQL Server"
"850";"Formation Administration et sécurisation des bases de données SQL Server";"136743";"1";"Attribuer des rôles de serveur et de base de données ";"Ce module couvre les rôles de serveur fixes, les rôles de serveur définis par l'utilisateur, rôles de base de données fixes et rôles de base de données définis par l'utilisateur."
"850";"Formation Administration et sécurisation des bases de données SQL Server";"136742";"2";"Autoriser les utilisateurs à accéder aux ressources ";"Ce module décrit les autorisations et l'attribution des autorisations"
"850";"Formation Administration et sécurisation des bases de données SQL Server";"136741";"3";"Protéger les données avec le chiffrement et l'audit ";"Ce module décrit l'audit de SQL Server (Extended Events, Tables temporelles SQL Server Audit) ainsi que les différentes techniques de chiffrement <div>•	Chiffrement classique chiffrement de colonne impliquant un développement spécifique à chaque accès I/O </div><div>•	Transparent (TDE)</div><div>•	Dynamique (Dinamic Data Masking)</div><div>•	Permanent (Allways Encrypted)</div><div>Au vu de la spécificité de votre demande nous accorderons une attention particulière à ce module et aux aspects pratique de la mise en œuvre.</div><div><br></div>"
"850";"Formation Administration et sécurisation des bases de données SQL Server";"136740";"4";"Modèles de récupération et stratégies de sauvegarde";"Ce module décrit le concept de journal des transactions et les modèles de récupération SQL Server. Il présente également les différentes stratégies de sauvegarde disponibles avec SQL Server."
"850";"Formation Administration et sécurisation des bases de données SQL Server";"136739";"5";"Sauvegarde des bases de données SQL Server ";"Ce module décrit la sauvegarde SQL Server et les types de sauvegarde sur le plan technique et architecture"
"850";"Formation Administration et sécurisation des bases de données SQL Server";"136738";"6";"Restauration des bases de données SQL Server ";"Ce module décrit la restauration des bases de données"
"850";"Formation Administration et sécurisation des bases de données SQL Server";"136737";"7";"Automatisation de la gestion de SQL Server ";"Ce module décrit comment utiliser l'agent SQL Server pour l’automatisation des tâches administratives. Il explique également les avantages de l'utilisation de serveurs maître et cible pour centraliser la gestion de l'automatisation"
